locus,title,description,function
 BSU_34200, sigL, [wiki|sigma factor ]of the [wiki|RNA polymerase], Sigma L
 new_3849617_3849712_c, S1452, new RNA feature, new_3849617_3849712_c
 BSU_23900, yqjF, unknown, unknown
 BSU_39330, abn2, endo-1, BSU_39330
 new_2740238_2740411, S1007, new RNA feature,
 new_2740238_2740411, , ,
 BSU_09940, yhaL, [[protein|3CB24D493B3282278B7DC61CE3C793DFA815F9E2]]-dependent [wiki|sporulation] gene, [[category|SW.4.2]]
 BSU_32260, hom, homoserine dehydrogenase (NADPH), biosynthesis of methionine and threonine
 BSU_08800, ygaK, uncharacterized FAD-linked oxidoreductase, unknown
 new_4096991_4097415, S1534, new RNA feature,
 new_4096991_4097415, , ,
 BSU_15120, bshC, cysteine-adding enzyme required for the synthesis of bacillithiol, biosynthesis of bacillithiol
 BSU_10780, yisN, unknown, unknown
 BSU_tRNA_5, trnO-Ile, null, translation
 BSU_27960, rplU, ribosomal protein BL21, translation
 BSU_19750, cgeE, maturation of the outermost layer of the spore, maturation of the outermost layer of the spore
 BSU_16825, ymfD, exporter for the siderophore bacillibactin, iron acquisition
 BSU_25380, floA, flottilin-like protein (in addition to [[protein|61893B4EB53FBBB9AD8BEEEFFCEFD0FC64544D6F]]), accessory role in resistance to cefuroxime
 BSU_32340, lytH, differentiation-associated peptidoglycan hydrolase involved in endospore cortex maturation, endospore cortex maturation
 new_2984696_2984787_c, S1103, new RNA feature,
 new_2984696_2984787_c, , ,
 BSU_31440, patB, cystathione-beta-lyase, biosynthesis of methionine
 BSU_21200, yomW, unknown, unknown
 BSU_30650, dps, iron storage protein, resistance against ethanol and paraquat stresses stress and survival at low temperatures
 new_2488970_2489605, S908, new RNA feature, new_2488970_2489605
 new_839654_839734_c, S267, new RNA feature,
 new_839654_839734_c, , ,
 BSU_01090, rplGB, highly expressed protein, associated with the ribosome during exponential growth
 BSU_11250, argF, ornithine carbamoyltransferase, biosynthesis of arginine
 new_863681_863837, S275, new RNA feature,
 new_863681_863837, , ,
 new_843132_844096, S269, new RNA feature, new_843132_844096
 new_1002410_1002500, S321, new RNA feature, new_1002410_1002500
 BSU_21910, metA, homoserine O-succinyltransferase, biosynthesis of methionine
 BSU_22720, cheR, MCPs methyltransferase, motility
 BSU_23890, yidC2, Sec-independent membrane protein translocase, BSU_23890
 BSU_19669, yoyF, unknown, unknown
 BSU_21030, yonP, unknown, unknown
 BSU_11480, yjbB, similar to macrolide-efflux transporter, unknown
 BSU_06037, ydzT/4, putative integrase (fragment), BSU_06037
 BSU_12730, xkdT, PBSX prophage, unknown
 BSU_16800, spoIIIE, ATP-dependent dsDNA translocase, coordinates chromosome segregation and peptidoglycan remodeling during sporulation
 BSU_29710, acuC, protein deacetylase for the control of [[protein|6671E7D85E99D349679F0E9D825DC035D10FFD2E]] activity, control of [[protein|6671E7D85E99D349679F0E9D825DC035D10FFD2E]] activity
 BSU_01690, murR, transcriptional repressor of genes required for the utilization of N-acetylmuramic acid, regulation of muramic acid utilization
 BSU_26180, yqbA, similar to phage-related protein, unknown
 new_1325005_1325095, S456, new RNA feature, new_1325005_1325095
 BSU_35970, ywsB, general stress protein, BSU_35970
 new_463070_463495_c, S135, new RNA feature, new_463070_463495_c
 BSU_13400, ligD, DNA repair polymerase/ ligase in non-homologous end joining DNA repair, non-homologous end joining DNA repair
 BSU_21599, yoyK/2, part of the yoyK pseudogene, unknown
 BSU_33160, yvrA, [wiki|ABC transporter] (ATP binding domain) for cobalamin, uptake of cobalamin
 new_469286_469367, S139, new RNA feature, new_469286_469367
 new_409056_409207_c, S127, new RNA feature, new_409056_409207_c
 BSU_27760, csbX, general stress protein, unknown
 BSU_21440, bdbB, thiol-disulfide oxidoreductase, oxidative folding of proteins
 BSU_04230, amj, lipid II flippase, BSU_04230
 BSU_35290, prfB, peptide chain release factor 2, RF2 recognizes UAA and UGA
 BSU_14300, moaE, molybdopterin synthase (large subunit), BSU_14300
 BSU_17810, yndK, unknown, unknown
 new_3068812_3069252_c, S1149, new RNA feature, new_3068812_3069252_c
 new_3483775_3483886_c, S1302, new RNA feature, new_3483775_3483886_c
 new_1691049_1691202, S584, new RNA feature, new_1691049_1691202
 BSU_00920, gltX, glutamyl-tRNA synthetase, BSU_00920
 BSU_07590, citT, two-component response regulator, BSU_07590
 BSU_31970, dhbB, isochorismatase, biosynthesis of the siderophore bacillibactin
 BSU_21520, yolC, unknown, unknown
 BSU_36220, ywqG, unknown, unknown
 BSU_27860, nadC, nicotinate-nucleotide diphosphorylase (carboxylating), NAD biosynthesis
 BSU_15740, yloM, similar to RNA-binding Sun protein, BSU_15740
 BSU_19999, yojW, unknown, unknown
 BSU_19720, yodR, similar to butyrate-acetoacetate CoA-transferase, unknown
 BSU_11549, yizD, [wiki|sporulation] protein, unknown
 BSU_17650, yncE, unknown, unknown
 new_3010599_3010660_c, S1117, new RNA feature,
 new_3010599_3010660_c, , ,
 BSU_10180, yhfC, unknown, unknown
 BSU_21580, yokI, LXG toxin, BSU_21580
 new_3076730_3076817, S1153, new RNA feature, new_3076730_3076817
 BSU_19740, yodT, similar to adenosylmethionine-8-amino-7-oxononanoate aminotransferase, unknown
 BSU_28350, ysnB, putative metallophosphoesterase, unknown
 BSU_02650, pcp, pyrrolidone-carboxylate peptidase, removal of the N-terminal pyroglutamyl group from peptides
 BSU_17180, pksJ, polyketide synthase, polyketide synthesis
 BSU_36390, flhP, flagellar hook-basal body rod protein, BSU_36390
 new_737348_737602, S239, new RNA feature,
 new_737348_737602, , ,
 BSU_07530, yfmB, unknown, unknown
 BSU_37110, ywjH, transaldolase, pentose phosphate pathway
 new_2071199_2071285_c, S721, new RNA feature, new_2071199_2071285_c
 BSU_39970, yxaH, putative transporter, unknown
 BSU_38130, ywcE, holin, BSU_38130
 BSU_02880, yceB, similar to monooxygenase, unknown
 BSU_05060, lrpB, transcriptional regulator ([wiki|Lrp family]) involved in repression of [[gene|BAE8062DA8538C9C83FFBA9684BECE9613EEFD2F]] transcription and [[protein|2111AC1AE49D1006E10DC127BF5B7A0327DE94A7]]-dependent [wiki|sporulation], repression of [[gene|BAE8062DA8538C9C83FFBA9684BECE9613EEFD2F]] transcription and [[protein|2111AC1AE49D1006E10DC127BF5B7A0327DE94A7]]-dependent [wiki|sporulation]
 new_2245307_2246150_c, S803, new RNA feature, new_2245307_2246150_c
 BSU_35120, yvlB, unknown, unknown
 BSU_25060, yqfZ, unknown, unknown
 BSU_01330, rpsE, ribosomal protein, translation
 BSU_08520, recX, recombination protein, crucial for the [[protein|A44D4677FB70BE8F554BF1001A500F817C7DA95F]]-dependent acquisition of homologous genes from related species by natural transformation
 BSU_10330, yhfQ, iron/ citrate [wiki|ABC transporter] (solute-binding protein), iron uptake
 BSU_23590, ansR, transcriptional repressor ([wiki|Xre family]) of the [[gene|FED8E46AA1C4EFD27796D5DFBBB1663EBF336BFD]]-[[gene|5FAE80F22AEBAE63FC3C872EC651166A65C34DC2]] operon, negative regulation of the [[gene|FED8E46AA1C4EFD27796D5DFBBB1663EBF336BFD]]-[[gene|5FAE80F22AEBAE63FC3C872EC651166A65C34DC2]] operon
 BSU_40200, yydD, unknown, unknown
 BSU_04530, fbpB, [[protein|F899F1EE27E6D503BCC06BC52E3C7FD80B8EF725]]-regulated basic protein, response to iron limitation
 BSU_39710, iolF, D-chiro-inositol transport protein, D-chiro-inositol uptake
 BSU_30110, yteS, unknown, unknown
 BSU_23530, spoIIM, required for dissolution of the septal cell wall, dissolution of the septal cell wall
 BSU_34880, hisA, phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase, BSU_34880
 new_4130257_4130577_c, S1545, new RNA feature, new_4130257_4130577_c
 new_2948977_2949052_c, S1086, new RNA feature,
 new_2948977_2949052_c, , ,
 new_2438267_2438331_c, S888, new RNA feature, new_2438267_2438331_c
 BSU_05000, spbK, protection of populations of ICEBs1 host cells from predation by the lysogenic phage SPβ, protection of populations of ICEBs1 host cells from predation by the lysogenic phage SPβ
 new_1478837_1478985, S509, new RNA feature,
 new_1478837_1478985, , ,
 new_2701783_2703117, S984, new RNA feature, new_2701783_2703117
 new_4133453_4134502, S1546, new RNA feature,
 new_4133453_4134502, , ,
 BSU_13910, ptsI, Enzyme I, BSU_13910
 new_2431344_2431472_c, S881, new RNA feature,
 new_2431344_2431472_c, , ,
 BSU_17440, ynbB, putative C-S lyase, BSU_17440
 BSU_28280, leuA, 2-isopropylmalate synthase, biosynthesis of leucine
 BSU_14240, rok, chromosomal loop anchor, nucleoid associated protein that serves to help repress expression of A T-rich genes
 BSU_02120, aimA, amino acid importer, BSU_02120
 BSU_00870, radA, branch migration transferase, negative effector of [[protein|2B091CCEE9E34D659771E39B1FC9050A145048AB]] activity
 new_3360892_3360973_c, S1258, new RNA feature,
 new_3360892_3360973_c, , ,
 BSU_33700, opuBD, choline and arsenocholine [wiki|ABC transporter] (membrane protein), compatible solute transport
 BSU_16970, ymdB, phosphodiesterase, required for nanotube formation
 new_3299378_3299588, S1235, new RNA feature,
 new_3299378_3299588, , ,
 BSU_22630, trpA, tryptophan synthase (alpha subunit), biosynthesis of tryptophan
 BSU_18670, oxdD, oxalate decarboxylase, BSU_18670
 BSU_12672, xkzB, unknown PBSX prophage protein, unknown
 BSU_13530, kinE, two-component sensor kinase, part of the [wiki|phosphorelay]
 BSU_26430, yrkP, two-component response regulator ([wiki|OmpR family]), unknown
 BSU_misc_RNA_40, BSU_misc_RNA_40, null, null
 new_1359357_1359439_c, S463, new RNA feature, new_1359357_1359439_c
 BSU_06310, gabP, gamma-amino butyric acid permease and minor proline permease, utilization of gamma-amino butyric acid
 BSU_04810, immA, protease, BSU_04810
 BSU_03280, nasF, uroporphyrinogen methyltransferase, nitrate respiration
 new_2116747_2116967_c, S748, new RNA feature, new_2116747_2116967_c
 BSU_12229, yjzI, unknown, unknown
 new_3740032_3740104_c, S1398, new RNA feature,
 new_3740032_3740104_c, , ,
 BSU_04600, ydbT, resistence against antimicrobial compounds from B. amyloliquefaciens, confers resistence against antimicrobial compounds from B. amyloliquefaciens
 BSU_10790, asnO, asparagine synthase (glutamine-hydrolysing), biosynthesis of asparagine
 BSU_08370, yfiR, transcriptional regulator ([wiki|TetR family]) of the [[gene|09D56215645F3E13803704F96FC6AD3FAAD58EF4]]-[[gene|yfiR ]]operon, control of [[gene|yfiS ]]expression
 BSU_01389, ybzG, unknown, unknown
 new_247549_247743, S88, new RNA feature,
 new_247549_247743, , ,
 BSU_14510, ktrC, glutamate-controlled potassium channel [[protein|15F9BF08762D28CBCD3D9748EFBD29B0D6FD7623]]-[[protein|A0952B75E5BD0D09B0F4C257822428640998558B]], BSU_14510
 new_2078627_2079084, S727, new RNA feature,
 new_2078627_2079084, , ,
 BSU_23550, mleA, malic enzyme, malate utilization
 BSU_19710, yodQ, putative deacylase, unknown
 BSU_12649, ykzM, unknown PBSX prophage protein, unknown
 BSU_03570, sfp/2, 4-phosphopantetheinyl transferase (surfactin synthetase-activating enzyme), BSU_03570
 BSU_13130, proA, glutamate-5-semialdehyde dehydrogenase, BSU_13130
 new_4159457_4159757_c, S1557, new RNA feature, new_4159457_4159757_c
 BSU_38470, ywaD, double-zinc aminopeptidase, unknown
 BSU_05650, ydgH, similar to drug exporter, unknown
 BSU_30790, menE, o-succinylbenzoate-CoA ligase, biosynthesis of menaquinone
 BSU_13320, ykzB, unknown, unknown
 BSU_29860, ytoP, similar to glutamyl aminopeptidase, unknown
 BSU_20530, yoqS, unknown, unknown
 BSU_04880, ydcS, unknown, unknown
 BSU_26340, yqaF, similar to transcription regulator ([wiki|Xre family]), BSU_26340
 new_4035835_4035968_c, S1514, new RNA feature,
 new_4035835_4035968_c, , ,
 BSU_04480, ydbI, unknown, unknown
 BSU_09100, cspB, major cold-shock protein, RNA chaperone
 BSU_28760, araM, glycerol-1-phosphate dehydrogenase, BSU_28760
 BSU_18630, yoaJ, bacterial expansin, required for the colonization of maize roots
 BSU_00970, yacP, [wiki|ribosome]-associated A site endoribonuclease, ribosome-dependent mRNA decay
 BSU_31590, yufS, unknown, unknown
 BSU_tRNA_39, trnD-His, transfer RNA-His, translation
 BSU_17990, sspO, small acid-soluble spore protein (minor), protection of spore DNA
 new_3009340_3009869_c, S1116, new RNA feature, new_3009340_3009869_c
 new_2041030_2041466, S699, new RNA feature, new_2041030_2041466
 new_158050_158514_c, S60, new RNA feature, new_158050_158514_c
 BSU_19900, yotF, similar to 3-hydroxy-3-methylglutaryl-CoA lyase, unknown
 BSU_27240, yrhC, unknown, unknown
 new_2829529_2830447_c, S1048, new RNA feature, new_2829529_2830447_c
 BSU_01680, murP, N-acetyl muramic acid permease of the [wiki|phosphotransferase systems|phosphotransferase system], BSU_01680
 BSU_05350, ydfB, similar to GCN5-related N-acetyltransferase, unknown
 BSU_00890, yacL, general stress protein, BSU_00890
 BSU_29690, acuA, protein acetylase for the control of [[protein|AcsA ]]activity, control of [[protein|AcsA ]]activity
 new_3273703_3274665, S1225, new RNA feature,
 new_3273703_3274665, , ,
 BSU_33420, nhaK, cation/H<sup>+</sup> antiporter, monovalent cation export
 BSU_31780, yueH, unknown, unknown
 BSU_10840, iolQ, transcriptional repressor of [[gene|AA7DCEFB17FD6F9C4F65235E9A247A6EC2242B06]] expression, BSU_10840
 BSU_26680, yrdK, unknown, unknown
 new_2464042_2464118_c, S897, new RNA feature, new_2464042_2464118_c
 BSU_18550, yoaC, similar to xylulokinase, unknown
 BSU_34920, hisG, ATP phosphoribosyltransferase, biosynthesis of histidine
 BSU_33510, copZ, copper transport protein, BSU_33510
 BSU_21970, ypeP, similar to RNase HI, unknown
 BSU_32170, dapF, diaminopimelate epimerase, biosynthesis of lysine and peptidoglycan
 new_2022468_2022560_c, S688, new RNA feature,
 new_2022468_2022560_c, , ,
 BSU_40000, yxnA, general stress protein, survival of ethanol stress
 BSU_03370, yckA, similar to amino acid [wiki|ABC transporter] (permease), unknown
 BSU_22460, bshA, L-malic acid glycosyltransferase, BSU_22460
 new_3372716_3373742, S1265, new RNA feature,
 new_3372716_3373742, , ,
 BSU_31460, kapB, activator of [[protein|2111AC1AE49D1006E10DC127BF5B7A0327DE94A7]], BSU_31460
 BSU_03840, ycnB, c-di-AMP exporter, secretion of cyclic di-AMP
 BSU_05750, fra, frataxin-like protein, intracellular carrier to provide iron for the ferrochelatase HemH
 BSU_36620, ywnB, unknown, unknown
 BSU_07130, lplD, alpha-galacturonidase, utilization of pectin
 new_2025088_2025159_c, S689, new RNA feature,
 new_2025088_2025159_c, , ,
 BSU_10410, yhzC, unknown, unknown
 BSU_34500, yvdR,  similar to multidrug-efflux transporter, unknown
 BSU_28570, yshE, unknown, unknown
 new_4118585_4118876, S1540, new RNA feature, new_4118585_4118876
 BSU_06250, ydjM, member of the [regulon|protein:7F340423A34CE40D1F1AA8D373F7C4B859A6496D|walR regulon], may be involved in cell wall metabolism ([regulon|protein:7F340423A34CE40D1F1AA8D373F7C4B859A6496D|walR regulon])
 BSU_20270, yorS, putative SPBc2 prophage-derived 5'(3')-deoxyribonucleotidase, unknown
 BSU_17520, ynaD, similar to ribosomal-protein-alanine N-acetyltransferase, unknown
 BSU_18090, parE, subunit of DNA topoisomerase IV, chromosome segregation and compaction
 new_3036310_3036529_c, SR7P, antisense RNA to [[gene|789D08564463542B8D96FC12F408549A669703CE]] and small effector protein for the control of [[protein|67651D5D3122A89F57F9E7D49074C82A8990A277]]-[[protein|872CCB5A49C9000BD95E4B0472556D5F60F7D7A4|RNase Y]] interaction, control of [[gene|789D08564463542B8D96FC12F408549A669703CE]] expression
 new_2913380_2913589_c, S1078, new RNA feature, new_2913380_2913589_c
 new_1925528_1925637, S665, new RNA feature,
 new_1925528_1925637, , ,
 new_2246149_2246571, S804, new RNA feature, new_2246149_2246571
 BSU_28410, gerE, transcriptional regulator (repressor or activator) of a subset of [[protein|24F7FD5C7C3A68BB2760ABB8CBD8FBD65E5FF7D4]]-dependent late spore coat genes, regulation of [[protein|24F7FD5C7C3A68BB2760ABB8CBD8FBD65E5FF7D4]]-dependent gene expression
 BSU_13720, queC, synthesis of the modified ribonucleotide queuosine, tRNA modification
 BSU_28840, ysdA, unknown, unknown
 new_1537029_1537112, S536, new RNA feature, new_1537029_1537112
 BSU_38460, tyrZ, alternative tyrosyl-tRNA synthetase, BSU_38460
 BSU_tRNA_45, trnS-Asn, null, translation
 BSU_36940, ywlD, unknown, unknown
 new_1461473_1462812_c, S506, new RNA feature, new_1461473_1462812_c
 BSU_18650, pelB, pectate lyase, degradation of polygalacturonic acid
 BSU_34750, whiA, WhiA family protein, required for normal chromosome segregation
 BSU_misc_RNA_1, BSU_misc_RNA_1, null, null
 new_821232_822902_c, S255, new RNA feature, new_821232_822902_c
 BSU_40730, yyaS, unknown, unknown
 BSU_misc_RNA_65, sncO, , 
 BSU_30250, ytaP, unknown, unknown
 BSU_31540, nupN, lipoprotein, BSU_31540
 new_2156121_2156756_c, S762, new RNA feature,
 new_2156121_2156756_c, , ,
 BSU_37390, albC, [wiki|ABC transporter ](ATP-binding protein), BSU_37390
 BSU_17580, xynB, xylan beta-1, BSU_17580
 BSU_24530, lipM, octanoyltransferase, biosynthesis of lipoic acid
 new_3989908_3990230, S1493, new RNA feature, new_3989908_3990230
 new_4035641_4035833_c, S1513, new RNA feature, new_4035641_4035833_c
 BSU_24710, comGC, DNA uptake, BSU_24710
 BSU_22260, yppF, unknown, unknown
 BSU_39520, yxeK, N-acetyl S-(2-succino)cysteine oxygenase, BSU_39520
 BSU_36700, moaA, molybdopterin precursor biosynthesis, nitrate respiration
 BSU_24820, yqgU, unknown lipoprotein, unknown
 BSU_20300, yorP, unknown, unknown
 new_1321205_1321328_c, S455, new RNA feature, new_1321205_1321328_c
 BSU_10990, yitH, unknown, unknown
 BSU_02430, glsA, glutaminase, BSU_02430
 new_1097850_1097950_c, S361, new RNA feature, new_1097850_1097950_c
 new_1603592_1604734_c, S562, new RNA feature,
 new_1603592_1604734_c, , ,
 BSU_15050, ddcP, DNA damage checkpoint recovery protease, BSU_15050
 BSU_02500, ycbG, transcription regulator of the glucarate/galactarate utilization operon ([wiki|GntR family]), regulation of glucarate/galactarate utilization
 BSU_00910, ispF, 2-C-methyl-D-erythrol-2, 5th step in the MEP pathway of isoprenoid biosynthesis
