"category id","category","gene locus","gene name"
"SW.6.7","Proteins of unknown function","BSU_36220",""
"SW.2.6.2.11","Biosynthesis of NAD(P)","BSU_27860",""
"SW.3.3.1.3","rRNA modification and maturation/ based on similarity","BSU_15740",""
"SW.5.1.2","SP-beta prophage","BSU_19999",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_19720",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_19720",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_17650",""
"SW.6.2","Membrane proteins","BSU_10180",""
"SW.6.7","Proteins of unknown function","BSU_10180",""
"SW.5.1.2","SP-beta prophage","BSU_21580",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_19740",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_19740",""
"SW.6.7","Proteins of unknown function","BSU_28350",""
"SW.3.3.4.8","Protein modification/ other","BSU_02650",""
"SW.2.6.6.1","Biosynthesis of antibacterial compounds","BSU_17180",""
"SW.4.3.15","Biosynthesis of antibacterial compounds","BSU_17180",""
"SW.4.1.1.2","Flagellar proteins","BSU_36390",""
"SW.6.7","Proteins of unknown function","BSU_07530",""
"SW.2.2.1.3","Pentose phosphate pathway","BSU_37110",""
"SW.6.2","Membrane proteins","BSU_39970",""
"SW.4.2.3","Sporulation/ other","BSU_38130",""
"SW.6.2","Membrane proteins","BSU_38130",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_02880",""
"SW.3.4.2.5","Transcription factors/ other","BSU_05060",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_35120",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_25060",""
"SW.3.3.1.4","Ribosomal proteins","BSU_01330",""
"SW.6.1","Essential genes","BSU_01330",""
"SW.6.5","Universally conserved proteins","BSU_01330",""
"SW.2.6.5.1","Acquisition of iron / Other","BSU_10330",""
"SW.6.2","Membrane proteins","BSU_10330",""
"SW.2.3.2.6","Utilization of  asparagine/ aspartate","BSU_23590",""
"SW.3.4.2.5","Transcription factors/ other","BSU_23590",""
"SW.6.7","Proteins of unknown function","BSU_40200",""
"SW.2.6.5.1","Acquisition of iron / Other","BSU_04530",""
"SW.3.2.2","RNA chaperones","BSU_04530",""
"SW.6.8","Short peptides","BSU_04530",""
"SW.2.2.2.16","Utilization of inositol","BSU_39710",""
"SW.6.2","Membrane proteins","BSU_39710",""
"SW.6.7","Proteins of unknown function","BSU_30110",""
"SW.1.1.5","Cell wall/ other","BSU_23530",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_23530",""
"SW.2.3.1.14","Biosynthesis/ acquisition of histidine","BSU_34880",""
"SW.5.2.1","ICEBs1","BSU_05000",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_17440",""
"SW.2.3.1.12","Biosynthesis/ acquisition of branched-chain amino acids","BSU_28280",""
"SW.6.2","Membrane proteins","BSU_28280",""
"SW.3.1.7","Genetic competence","BSU_14240",""
"SW.3.4.2.5","Transcription factors/ other","BSU_14240",""
"SW.4.1.3","Genetic competence","BSU_14240",""
"SW.6.2","Membrane proteins","BSU_02120",""
"SW.2.5.3","Metabolism of signalling nucleotides","BSU_00870",""
"SW.3.1.5","DNA repair/ recombination","BSU_00870",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_00870",""
"SW.4.3.4","Heat shock proteins","BSU_00870",""
"SW.4.3.6","Coping with hyper-osmotic stress","BSU_33700",""
"SW.6.2","Membrane proteins","BSU_33700",""
"SW.4.1.2","Biofilm formation","BSU_16970",""
"SW.2.3.1.13","Biosynthesis/ acquisition of aromatic amino acids","BSU_22630",""
"SW.4.3.10","Resistance against other toxic compounds (nitric oxide, phenolic acids, flavonoids, oxalate)","BSU_18670",""
"SW.5.1.1","PBSX prophage","BSU_12672",""
"SW.3.3.4.2","Protein kinases","BSU_13530",""
"SW.3.4.2.2.1","Two-component sensor kinase","BSU_13530",""
"SW.3.4.2.1","Two-component system response regulators","BSU_26430",""
"SW.2.3.2.10","Utilization of gamma-amino butyric acid","BSU_06310",""
"SW.6.2","Membrane proteins","BSU_06310",""
"SW.3.4.2.7","Control of transcription factor (other than two-component system)","BSU_04810",""
"SW.5.2.1","ICEBs1","BSU_04810",""
"SW.2.1.2.2","Anaerobic respiration","BSU_03280",""
"SW.2.3.3.1","Utilization of nitrate/ nitrite","BSU_03280",""
"SW.6.7","Proteins of unknown function","BSU_12229",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_04600",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_04600",""
"SW.6.2","Membrane proteins","BSU_04600",""
"SW.2.3.1.5","Biosynthesis/ acquisition of aspartate/ asparagine","BSU_10790",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_10790",""
"SW.3.4.2.6","Transcription factor/ other/ based on similarity","BSU_08370",""
"SW.6.7","Proteins of unknown function","BSU_01389",""
"SW.4.3.6","Coping with hyper-osmotic stress","BSU_14510",""
"SW.6.2","Membrane proteins","BSU_14510",""
"SW.2.2.2.1","Utilization of organic acids","BSU_23550",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_19710",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_19710",""
"SW.5.1.1","PBSX prophage","BSU_12649",""
"SW.2.6.6.1","Biosynthesis of antibacterial compounds","BSU_03570",""
"SW.4.1.2","Biofilm formation","BSU_03570",""
"SW.4.3.15","Biosynthesis of antibacterial compounds","BSU_03570",""
"SW.6.10","Pseudogenes","BSU_03570",""
"SW.2.3.1.2","Biosynthesis/ acquisition of proline","BSU_13130",""
"SW.4.3.6","Coping with hyper-osmotic stress","BSU_13130",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_38470",""
"SW.6.2","Membrane proteins","BSU_05650",""
"SW.2.6.2.8","Biosynthesis of menaquinone","BSU_30790",""
"SW.6.1","Essential genes","BSU_30790",""
"SW.6.7","Proteins of unknown function","BSU_13320",""
"SW.5.1.2","SP-beta prophage","BSU_20530",""
"SW.5.2.1","ICEBs1","BSU_04880",""
"SW.6.7","Proteins of unknown function","BSU_04880",""
"SW.3.4.2.6","Transcription factor/ other/ based on similarity","BSU_26340",""
"SW.5.1.3","Skin element","BSU_26340",""
"SW.6.2","Membrane proteins","BSU_04480",""
"SW.6.7","Proteins of unknown function","BSU_04480",""
"SW.3.2.2","RNA chaperones","BSU_09100",""
"SW.4.3.5","Cold stress proteins","BSU_09100",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_28760",""
"SW.4.4","Lifestyles/ miscellaneous","BSU_18630",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_31590",""
"SW.6.2","Membrane proteins","BSU_31590",""
"SW.3.3.1.7","tRNA","BSU_tRNA_39",""
"SW.4.2.1.3","Small acid-soluble spore proteins","BSU_17990",""
"SW.5.1.2","SP-beta prophage","BSU_19900",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_19900",""
"SW.6.7","Proteins of unknown function","BSU_27240",""
"SW.1.1.3.3","Utilization of cell wall components","BSU_01680",""
"SW.2.2.2.17","Utilization of amino sugars","BSU_01680",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_00890",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_00890",""
"SW.2.2.2.1","Utilization of organic acids","BSU_29690",""
"SW.2.4.1.3","Utilization of fatty acids","BSU_29690",""
"SW.3.3.4.5","Protein acetylases/ deacetylases","BSU_29690",""
"SW.6.2","Membrane proteins","BSU_33420",""
"SW.6.7","Proteins of unknown function","BSU_31780",""
"SW.3.4.2.5","Transcription factors/ other","BSU_10840",""
"SW.6.7","Proteins of unknown function","BSU_26680",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_18550",""
"SW.2.3.1.14","Biosynthesis/ acquisition of histidine","BSU_34920",""
"SW.4.3.11","Resistance against toxic metals","BSU_33510",""
"SW.1.1.1.1","Biosynthesis of peptidoglycan","BSU_32170",""
"SW.2.3.1.6","Biosynthesis/ acquisition of lysine/ threonine","BSU_32170",""
"SW.2.6.1.1","Biosynthesis of peptidoglycan","BSU_32170",""
"SW.6.1","Essential genes","BSU_32170",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_40000",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_40000",""
"SW.6.2","Membrane proteins","BSU_03370",""
"SW.2.6.6.2","Biosynthesis of bacillithiol","BSU_22460",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_22460",""
"SW.6.2","Membrane proteins","BSU_31460",""
"SW.6.2","Membrane proteins","BSU_03840",""
"SW.2.6.5.3","Biosynthesis of iron-sulfur clusters","BSU_05750",""
"SW.6.7","Proteins of unknown function","BSU_36620",""
"SW.2.2.2.26","Utilization of pectin","BSU_07130",""
"SW.6.7","Proteins of unknown function","BSU_10410",""
"SW.3.3.3","Chaperone/ protein folding/ based on similarity","BSU_34500",""
"SW.6.2","Membrane proteins","BSU_34500",""
"SW.6.7","Proteins of unknown function","BSU_28570",""
"SW.1.1.5","Cell wall/ other","BSU_06250",""
"SW.5.1.2","SP-beta prophage","BSU_20270",""
"SW.3.3.1.13","Translation/ other/ based on similarity","BSU_17520",""
"SW.3.3.4.6","Protein acetylase/ deacetylase/ based on similarity","BSU_17520",""
"SW.3.1.3","DNA condensation/ segregation","BSU_18090",""
"SW.6.1","Essential genes","BSU_18090",""
"SW.3.4.2.5","Transcription factors/ other","BSU_28410",""
"SW.3.3.1.8","tRNA modification and maturation","BSU_13720",""
"SW.6.2","Membrane proteins","BSU_28840",""
"SW.6.7","Proteins of unknown function","BSU_28840",""
"SW.3.3.1.10","Aminoacyl-tRNA synthetases","BSU_38460",""
"SW.3.3.1.7","tRNA","BSU_tRNA_45",""
"SW.6.2","Membrane proteins","BSU_36940",""
"SW.6.7","Proteins of unknown function","BSU_36940",""
"SW.2.2.2.27","Utilization of other polymeric carbohydrates","BSU_18650",""
"SW.3.4.2.6","Transcription factor/ other/ based on similarity","BSU_34750",""
"SW.6.7","Proteins of unknown function","BSU_40730",""
"SW.6.7","Proteins of unknown function","BSU_30250",""
"SW.2.5.2.1","Biosynthesis/ acquisition of purine nucleotides","BSU_31540",""
"SW.6.2","Membrane proteins","BSU_31540",""
"SW.2.6.6.1","Biosynthesis of antibacterial compounds","BSU_37390",""
"SW.4.3.15","Biosynthesis of antibacterial compounds","BSU_37390",""
"SW.6.2","Membrane proteins","BSU_37390",""
"SW.2.2.2.5","Utilization of xylan/ xylose","BSU_17580",""
"SW.2.6.2.7","Biosynthesis and scavenging of lipoic acid","BSU_24530",""
"SW.3.1.7","Genetic competence","BSU_24710",""
"SW.4.1.3","Genetic competence","BSU_24710",""
"SW.6.2","Membrane proteins","BSU_24710",""
"SW.6.7","Proteins of unknown function","BSU_22260",""
"SW.2.6.2.10","Biosynthesis of molybdopterin","BSU_36700",""
"SW.6.7","Proteins of unknown function","BSU_24820",""
"SW.5.1.2","SP-beta prophage","BSU_20300",""
"SW.6.7","Proteins of unknown function","BSU_10990",""
"SW.2.3.2.1","Utilization of glutamine/ glutamate","BSU_02430",""
"SW.6.2","Membrane proteins","BSU_15050",""
"SW.2.2.2.14","Utilization of glucarate/galactarate","BSU_02500",""
"SW.3.4.2.5","Transcription factors/ other","BSU_02500",""
"SW.2.4.2.3","Biosynthesis of isoprenoids","BSU_00910",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_00910",""
"SW.6.1","Essential genes","BSU_00910",""
"SW.2.6.6.1","Biosynthesis of antibacterial compounds","BSU_21480",""
"SW.4.3.15","Biosynthesis of antibacterial compounds","BSU_21480",""
"SW.4.3.17","Toxins, antitoxins and immunity against toxins","BSU_21480",""
"SW.5.1.2","SP-beta prophage","BSU_21480",""
"SW.2.6.5.3","Biosynthesis of iron-sulfur clusters","BSU_32700",""
"SW.6.1","Essential genes","BSU_32700",""
"SW.2.5.2.1","Biosynthesis/ acquisition of purine nucleotides","BSU_06420",""
"SW.6.2","Membrane proteins","BSU_33850",""
"SW.6.7","Proteins of unknown function","BSU_33850",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_03260",""
"SW.4.3.14","Resistance against toxins/ antibiotics/ based on similarity","BSU_02960",""
"SW.6.2","Membrane proteins","BSU_02960",""
"SW.6.2","Membrane proteins","BSU_04510",""
"SW.6.7","Proteins of unknown function","BSU_04510",""
"SW.2.5.2.4","Biosynthesis/ acquisition of pyrimidine nucleotides","BSU_22890",""
"SW.6.1","Essential genes","BSU_22890",""
"SW.2.6.6.4","Biosynthesis of glycine betaine","BSU_31060",""
"SW.4.3.6","Coping with hyper-osmotic stress","BSU_31060",""
"SW.4.3.14","Resistance against toxins/ antibiotics/ based on similarity","BSU_05430",""
"SW.6.2","Membrane proteins","BSU_05430",""
"SW.6.2","Membrane proteins","BSU_30750",""
"SW.6.2","Membrane proteins","BSU_03940",""
"SW.1.1.1.4","Biosynthesis of teichoic acid","BSU_38510",""
"SW.2.6.1.3","Biosynthesis of teichoic acid","BSU_38510",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_38510",""
"SW.6.2","Membrane proteins","BSU_38510",""
"SW.3.3.4.4","Protein phosphatases","BSU_36930",""
"SW.5.1.2","SP-beta prophage","BSU_20440",""
"SW.2.3.2.8","Utilization of threonine/ glycine","BSU_17000",""
"SW.2.1.3","Electron transport/ other","BSU_34790",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_34790",""
"SW.6.1","Essential genes","BSU_34790",""
"SW.2.5.2.1","Biosynthesis/ acquisition of purine nucleotides","BSU_15680",""
"SW.6.1","Essential genes","BSU_15680",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_28360",""
"SW.6.7","Proteins of unknown function","BSU_26480",""
"SW.3.4.2.2.3","Control of response regulators/ other","BSU_40150",""
"SW.6.2","Membrane proteins","BSU_40150",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_18710",""
"SW.2.3.1.10","Biosynthesis/ acquisition of methionine/ S-adenosylmethionine","BSU_11880",""
"SW.6.2","Membrane proteins","BSU_39560",""
"SW.6.7","Proteins of unknown function","BSU_39560",""
"SW.3.3.1.7","tRNA","BSU_tRNA_64",""
"SW.6.7","Proteins of unknown function","BSU_09800",""
"SW.2.6.6.1","Biosynthesis of antibacterial compounds","BSU_03569",""
"SW.4.1.2","Biofilm formation","BSU_03569",""
"SW.4.3.15","Biosynthesis of antibacterial compounds","BSU_03569",""
"SW.6.10","Pseudogenes","BSU_03569",""
"SW.2.2.2.13","Utilization of gluconate","BSU_40050",""
"SW.3.4.2.5","Transcription factors/ other","BSU_40050",""
"SW.4.1.1.2","Flagellar proteins","BSU_16180",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_15270",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_15270",""
"SW.6.2","Membrane proteins","BSU_15270",""
"SW.6.2","Membrane proteins","BSU_29170",""
"SW.6.7","Proteins of unknown function","BSU_29170",""
"SW.6.2","Membrane proteins","BSU_18610",""
"SW.6.7","Proteins of unknown function","BSU_09790",""
"SW.3.4.2.5","Transcription factors/ other","BSU_31410",""
"SW.6.7","Proteins of unknown function","BSU_40470",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_03390",""
"SW.6.2","Membrane proteins","BSU_03390",""
"SW.6.7","Proteins of unknown function","BSU_24810",""
"SW.3.1.1","DNA replication","BSU_36310",""
"SW.3.1.5","DNA repair/ recombination","BSU_36310",""
"SW.3.1.7","Genetic competence","BSU_36310",""
"SW.4.1.3","Genetic competence","BSU_36310",""
"SW.2.2.2.10","Utilization of mannitol","BSU_04160",""
"SW.3.4.2.3","PRD-type regulators","BSU_04160",""
"SW.2.3.2.9","Utilization of branched-chain amino acids","BSU_24090",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_07310",""
"SW.2.2.2.7","Utilization of fructose","BSU_27080",""
"SW.2.2.2.27","Utilization of other polymeric carbohydrates","BSU_27080",""
"SW.3.4.2.3","PRD-type regulators","BSU_27080",""
"SW.6.7","Proteins of unknown function","BSU_40573",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_15360",""
"SW.4.2.1.3","Small acid-soluble spore proteins","BSU_22290",""
"SW.4.1.1.2","Flagellar proteins","BSU_16310",""
"SW.6.2","Membrane proteins","BSU_16310",""
"SW.2.6.6.1","Biosynthesis of antibacterial compounds","BSU_03510",""
"SW.4.3.15","Biosynthesis of antibacterial compounds","BSU_03510",""
"SW.6.2","Membrane proteins","BSU_03510",""
"SW.2.2.2.4","Utilization of ribose","BSU_35960",""
"SW.6.2","Membrane proteins","BSU_35960",""
"SW.6.7","Proteins of unknown function","BSU_33030",""
"SW.6.7","Proteins of unknown function","BSU_36668",""
"SW.4.2.1.2","Spore coat protein/ based on similarity","BSU_26980",""
"SW.6.7","Proteins of unknown function","BSU_37980",""
"SW.6.7","Proteins of unknown function","BSU_29430",""
"SW.5.1.3","Skin element","BSU_25880",""
"SW.6.2","Membrane proteins","BSU_33170",""
"SW.2.1.2.4","Respiration/ other","BSU_22550",""
"SW.6.2","Membrane proteins","BSU_22550",""
"SW.6.7","Proteins of unknown function","BSU_30580",""
"SW.6.2","Membrane proteins","BSU_31250",""
"SW.2.2.2.6","Utilization of arabinan/ arabinose/ arabitol","BSU_28510",""
"SW.2.4.2.1","Biosynthesis of fatty acids","BSU_24340",""
"SW.6.1","Essential genes","BSU_24340",""
"SW.6.7","Proteins of unknown function","BSU_34420",""
"SW.5.1.3","Skin element","BSU_25870",""
"SW.2.5.4","Nucleotide metabolism/ other","BSU_17660",""
"SW.6.2","Membrane proteins","BSU_37040",""
"SW.6.7","Proteins of unknown function","BSU_37040",""
"SW.3.4.2.6","Transcription factor/ other/ based on similarity","BSU_29030",""
"SW.6.7","Proteins of unknown function","BSU_40359",""
"SW.2.1.1","Regulators of electron transport","BSU_23120",""
"SW.3.4.2.1","Two-component system response regulators","BSU_23120",""
"SW.6.2","Membrane proteins","BSU_38000",""
"SW.6.7","Proteins of unknown function","BSU_38000",""
"SW.2.5.2.5","Biosynthesis/ acquisition of nucleotides/ other","BSU_17370",""
"SW.6.1","Essential genes","BSU_17370",""
"SW.6.7","Proteins of unknown function","BSU_37610",""
"SW.3.3.1.7","tRNA","BSU_tRNA_85",""
"SW.3.4.2.6","Transcription factor/ other/ based on similarity","BSU_02320",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_02320",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_19640",""
"SW.2.2.2.16","Utilization of inositol","BSU_39670",""
"SW.5.1.1","PBSX prophage","BSU_12760",""
"SW.6.7","Proteins of unknown function","BSU_26540",""
"SW.1.1.1.7","Penicillin-binding proteins","BSU_16950",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_16950",""
"SW.2.2.2.17","Utilization of amino sugars","BSU_32580",""
"SW.2.3.3.3","Utilization of amino sugars","BSU_32580",""
"SW.6.2","Membrane proteins","BSU_32580",""
"SW.6.7","Proteins of unknown function","BSU_24780",""
"SW.6.7","Proteins of unknown function","BSU_07190",""
"SW.2.3.2.2","Utilization of proline","BSU_03200",""
"SW.6.7","Proteins of unknown function","BSU_34410",""
"SW.2.2.2.24","Utilization of galactan","BSU_34170",""
"SW.3.4.2.5","Transcription factors/ other","BSU_34170",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_06270",""
"SW.4.3.5","Cold stress proteins","BSU_06270",""
"SW.2.2.2.6","Utilization of arabinan/ arabinose/ arabitol","BSU_28810",""
"SW.3.1.7","Genetic competence","BSU_37460",""
"SW.3.3.4.4","Protein phosphatases","BSU_37460",""
"SW.3.4.2.2.2","Response regulator aspartate phosphatase","BSU_37460",""
"SW.3.4.8","Quorum sensing","BSU_37460",""
"SW.4.1.3","Genetic competence","BSU_37460",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_15140",""
"SW.6.7","Proteins of unknown function","BSU_40240",""
"SW.5.1.2","SP-beta prophage","BSU_21530",""
"SW.5.1.3","Skin element","BSU_26140",""
"SW.2.3.2.9","Utilization of branched-chain amino acids","BSU_18239",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_18239",""
"SW.2.3.2.9","Utilization of branched-chain amino acids","BSU_24060",""
"SW.5.1.2","SP-beta prophage","BSU_20680",""
"SW.2.1.2.2","Anaerobic respiration","BSU_37250",""
